case_id,mask_strategy,mask_intensity,seed,planner,target_granularity,support_ceiling,initial_granularity,final_granularity,reached_target,explicit_stop,correct_target_stop,correct_degrade_stop,correct_stop,ceiling_violation,cost_to_target,budget_used,steps_to_target,steps_taken,actions_taken,zero_yield_actions,overlap_waste_cost,initial_hidden_claims,recovered_claims,final_node_coverage,final_edge_coverage,final_critical_gap_count,initial_direct_over_attribution,oracle_cost_to_target,cost_regret_vs_oracle,oracle_top1_action_id,oracle_top1_action_hit,premature_stop,justified_degrade_stop
C01-linux-provenance,stage,0.2,37,m1_no_uncertainty,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,3,2,1.0,1.0,0,1,1.0,5.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,37,m1_no_risk,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,3,2,1.0,1.0,0,1,1.0,5.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,37,m1_no_coverage,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,3,2,1.0,1.0,0,1,1.0,5.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,37,m1_no_cost,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-002|C01-AA-003|C01-AA-006,1,0.3333,3,2,1.0,1.0,0,1,1.0,5.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,37,cmi_proxy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,1.0,1.0,1,1,C01-AA-006,0,0.0,3,1,1.0,1.0,0,1,1.0,0.0,C01-AA-006,1,0,0
C01-linux-provenance,stage,0.2,37,oracle_optimal,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,1.0,1.0,1,1,C01-AA-006,0,0.0,3,1,1.0,1.0,0,1,1.0,0.0,C01-AA-006,1,0,0
C01-linux-provenance,stage,0.2,37,full_evidence,G3_campaign,G5_named_actor,G3_campaign,G3_campaign,1,0,1,0,1,0,0.0,0.0,0,0,,0,0.0,0,0,1.0,1.0,0,0,,,,,,
C01-linux-provenance,stage,0.2,41,random,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,6.0,,3,C01-AA-005|C01-AA-004|STOP,2,0.0,3,0,0.8333,0.8,1,1,1.0,,C01-AA-006,0,1,0
C01-linux-provenance,stage,0.2,41,fixed_order,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,7.0,7.0,3,3,C01-AA-001|C01-AA-002|C01-AA-003,1,0.3333,3,2,1.0,1.0,0,1,1.0,6.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,coverage_greedy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,3,2,1.0,1.0,0,1,1.0,4.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,project05_m1,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,project05_m2,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,project05_m3a_gap_compat,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,1.0,1.0,1,1,C01-AA-006,0,0.0,3,1,1.0,1.0,0,1,1.0,0.0,C01-AA-006,1,0,0
C01-linux-provenance,stage,0.2,41,m1_no_granularity,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,m1_no_uncertainty,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,m1_no_risk,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,m1_no_coverage,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,m1_no_cost,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,3,2,1.0,1.0,0,1,1.0,4.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,41,cmi_proxy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,1.0,1.0,1,1,C01-AA-006,0,0.0,3,1,1.0,1.0,0,1,1.0,0.0,C01-AA-006,1,0,0
C01-linux-provenance,stage,0.2,41,oracle_optimal,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,1.0,1.0,1,1,C01-AA-006,0,0.0,3,1,1.0,1.0,0,1,1.0,0.0,C01-AA-006,1,0,0
C01-linux-provenance,stage,0.2,41,full_evidence,G3_campaign,G5_named_actor,G3_campaign,G3_campaign,1,0,1,0,1,0,0.0,0.0,0,0,,0,0.0,0,0,1.0,1.0,0,0,,,,,,
C01-linux-provenance,stage,0.2,53,random,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,0.0,,1,STOP,0,0.0,3,0,0.8333,0.8,1,1,1.0,,C01-AA-006,0,1,0
C01-linux-provenance,stage,0.2,53,fixed_order,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,7.0,7.0,3,3,C01-AA-001|C01-AA-002|C01-AA-003,1,0.3333,3,2,1.0,1.0,0,1,1.0,6.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,coverage_greedy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,3,2,1.0,1.0,0,1,1.0,4.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,project05_m1,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,project05_m2,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,project05_m3a_gap_compat,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,1.0,1.0,1,1,C01-AA-006,0,0.0,3,1,1.0,1.0,0,1,1.0,0.0,C01-AA-006,1,0,0
C01-linux-provenance,stage,0.2,53,m1_no_granularity,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,m1_no_uncertainty,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,m1_no_risk,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,m1_no_coverage,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,2.0,2.0,1,1,C01-AA-003,0,0.0,3,1,1.0,1.0,0,1,1.0,1.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,m1_no_cost,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,3,2,1.0,1.0,0,1,1.0,4.0,C01-AA-006,0,0,0
C01-linux-provenance,stage,0.2,53,cmi_proxy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,1.0,1.0,1,1,C01-AA-006,0,0.0,3,1,1.0,1.0,0,1,1.0,0.0,C01-AA-006,1,0,0
C01-linux-provenance,stage,0.2,53,oracle_optimal,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,1.0,1.0,1,1,C01-AA-006,0,0.0,3,1,1.0,1.0,0,1,1.0,0.0,C01-AA-006,1,0,0
C01-linux-provenance,stage,0.2,53,full_evidence,G3_campaign,G5_named_actor,G3_campaign,G3_campaign,1,0,1,0,1,0,0.0,0.0,0,0,,0,0.0,0,0,1.0,1.0,0,0,,,,,,
C01-linux-provenance,stage,0.4,11,random,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,7.0,,5,C01-AA-008|C01-AA-006|C01-AA-003|C01-AA-001|STOP,3,0.9167,5,1,0.8333,0.6,1,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,11,fixed_order,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,7.0,,4,C01-AA-001|C01-AA-002|C01-AA-003|STOP,2,0.3333,5,2,0.8333,0.8,1,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,11,coverage_greedy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-002|C01-AA-003|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,11,project05_m1,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,11,project05_m2,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-007|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,11,project05_m3a_gap_compat,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,4.0,4.0,2,2,C01-AA-006|C01-AA-007,0,0.0,5,3,1.0,1.0,0,1,4.0,0.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,11,m1_no_granularity,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-006|C01-AA-002,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,11,m1_no_uncertainty,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,11,m1_no_risk,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,11,m1_no_coverage,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,11,m1_no_cost,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-002|C01-AA-003|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,11,cmi_proxy,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,7.0,,5,C01-AA-006|C01-AA-003|C01-AA-008|C01-AA-001|STOP,3,1.5833,5,1,0.8333,0.6,1,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,11,oracle_optimal,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,4.0,4.0,2,2,C01-AA-002|C01-AA-006,0,0.0,5,3,1.0,1.0,0,1,4.0,0.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,11,full_evidence,G3_campaign,G5_named_actor,G3_campaign,G3_campaign,1,0,1,0,1,0,0.0,0.0,0,0,,0,0.0,0,0,1.0,1.0,0,0,,,,,,
C01-linux-provenance,stage,0.4,23,random,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,6.0,,3,C01-AA-005|C01-AA-001|STOP,2,0.0,5,0,0.6667,0.4,2,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,23,fixed_order,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,7.0,7.0,3,3,C01-AA-001|C01-AA-002|C01-AA-003,1,0.3333,5,4,1.0,1.0,0,1,4.0,3.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,23,coverage_greedy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,23,project05_m1,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,23,project05_m2,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-007,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,23,project05_m3a_gap_compat,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,4.0,4.0,2,2,C01-AA-006|C01-AA-007,0,0.0,5,3,1.0,1.0,0,1,4.0,0.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,23,m1_no_granularity,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-006|C01-AA-002,0,0.3333,5,5,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,23,m1_no_uncertainty,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,23,m1_no_risk,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,23,m1_no_coverage,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,23,m1_no_cost,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,23,cmi_proxy,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,7.0,,5,C01-AA-006|C01-AA-003|C01-AA-008|C01-AA-001|STOP,2,1.5833,5,3,0.8333,0.6,1,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,23,oracle_optimal,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,4.0,4.0,2,2,C01-AA-002|C01-AA-006,0,0.0,5,3,1.0,1.0,0,1,4.0,0.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,23,full_evidence,G3_campaign,G5_named_actor,G3_campaign,G3_campaign,1,0,1,0,1,0,0.0,0.0,0,0,,0,0.0,0,0,1.0,1.0,0,0,,,,,,
C01-linux-provenance,stage,0.4,37,random,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,3.0,,2,C01-AA-007|STOP,0,0.0,5,2,0.8333,0.8,1,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,37,fixed_order,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,7.0,,4,C01-AA-001|C01-AA-002|C01-AA-003|STOP,2,0.3333,5,2,0.8333,0.8,1,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,37,coverage_greedy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-002|C01-AA-003|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,37,project05_m1,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,37,project05_m2,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-007|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,37,project05_m3a_gap_compat,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,4.0,4.0,2,2,C01-AA-006|C01-AA-007,0,0.0,5,3,1.0,1.0,0,1,4.0,0.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,37,m1_no_granularity,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-006|C01-AA-002,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,37,m1_no_uncertainty,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,37,m1_no_risk,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,37,m1_no_coverage,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-002|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,37,m1_no_cost,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-002|C01-AA-003|C01-AA-006,1,0.3333,5,3,1.0,1.0,0,1,4.0,2.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,37,cmi_proxy,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,7.0,,5,C01-AA-006|C01-AA-003|C01-AA-008|C01-AA-001|STOP,3,1.5833,5,1,0.8333,0.6,1,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,37,oracle_optimal,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,4.0,4.0,2,2,C01-AA-002|C01-AA-006,0,0.0,5,3,1.0,1.0,0,1,4.0,0.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,37,full_evidence,G3_campaign,G5_named_actor,G3_campaign,G3_campaign,1,0,1,0,1,0,0.0,0.0,0,0,,0,0.0,0,0,1.0,1.0,0,0,,,,,,
C01-linux-provenance,stage,0.4,41,random,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,6.0,,3,C01-AA-005|C01-AA-004|STOP,2,0.0,5,0,0.6667,0.4,2,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,41,fixed_order,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,7.0,7.0,3,3,C01-AA-001|C01-AA-002|C01-AA-003,1,0.3333,5,4,1.0,1.0,0,1,4.0,3.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,41,coverage_greedy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,41,project05_m1,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,41,project05_m2,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-007,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,41,project05_m3a_gap_compat,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,4.0,4.0,2,2,C01-AA-006|C01-AA-007,0,0.0,5,3,1.0,1.0,0,1,4.0,0.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,41,m1_no_granularity,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,6.0,6.0,3,3,C01-AA-003|C01-AA-006|C01-AA-002,0,0.3333,5,5,1.0,1.0,0,1,4.0,2.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,41,m1_no_uncertainty,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,41,m1_no_risk,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,41,m1_no_coverage,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,41,m1_no_cost,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,41,cmi_proxy,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,7.0,,5,C01-AA-006|C01-AA-003|C01-AA-008|C01-AA-001|STOP,2,1.5833,5,3,0.8333,0.6,1,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,41,oracle_optimal,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,4.0,4.0,2,2,C01-AA-002|C01-AA-006,0,0.0,5,3,1.0,1.0,0,1,4.0,0.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,41,full_evidence,G3_campaign,G5_named_actor,G3_campaign,G3_campaign,1,0,1,0,1,0,0.0,0.0,0,0,,0,0.0,0,0,1.0,1.0,0,0,,,,,,
C01-linux-provenance,stage,0.4,53,random,G3_campaign,G5_named_actor,G2_tactic_intent,G2_tactic_intent,0,1,0,0,0,0,,0.0,,1,STOP,0,0.0,5,0,0.6667,0.4,2,1,4.0,,C01-AA-002,0,1,0
C01-linux-provenance,stage,0.4,53,fixed_order,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,7.0,7.0,3,3,C01-AA-001|C01-AA-002|C01-AA-003,1,0.3333,5,4,1.0,1.0,0,1,4.0,3.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,53,coverage_greedy,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-002|C01-AA-003,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,1,0,0
C01-linux-provenance,stage,0.4,53,project05_m1,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-002,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
C01-linux-provenance,stage,0.4,53,project05_m2,G3_campaign,G5_named_actor,G2_tactic_intent,G3_campaign,1,0,1,0,1,0,5.0,5.0,2,2,C01-AA-003|C01-AA-007,0,0.0,5,4,1.0,1.0,0,1,4.0,1.0,C01-AA-002,0,0,0
